,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,4,,,,,,,,,,,,,,,,,,,,,,
Category,Ad Name,Concept,Headline,Problem,Solution,Offer Style,CTA Text,CTA Position,Social Proof,Emotion,Brand,Urgency,Contrast,Color,Human Presence,Headline Number,% Sign,$ Sign,FREE,impressions,clicks,spend,leads,matched_leads,booked_appts,issued_appts,net_sales,partner_rev,hs_revenue,roas,nmc,bar,creative_url,ad_id,creative_type,view_leads,video_views,p_95_video_views,partner_matched_leads,partner_booked_appts,Concepts+Problem+Color,Concepts+Headline+CTAText,Concepts+Headline,Problem+Headline+CTA,Concepts+Brand,High ROAS & High BAR,High ROAS & Low BAR,Low ROAS & High BAR,Low ROAS & Low BAR,Quadrants,Champion Ads,CM Only Ads,Quality Ads Only,Loser Ads
Bath,d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:ClickyQuestion|f:SqftShowerSmallV2,Clicky Images,here's what a bathroom remodel should cost you in 2025,Cost/Price,Affordability,None,Claim your FREE quote today!,Bottom Center,None,Curiosity/Exploratory,No Logo,None,High,Cool,,,,,,7908,138,726.83,6,4,0,0,0,0,155.48,0.2139152209,0,0,https://scontent-ord5-2.xx.fbcdn.net/v/t45.1600-4/527749840_1897637847759819_5030801453615876264_n.png?stp=dst-jpg_tt6&_nc_cat=104&ccb=1-7&_nc_sid=890911&_nc_ohc=En5yzfFVyYsQ7kNvwFdqda3&_nc_oc=AdnlLyECM8KXOZTwPQOZHpd5s4-g_Cdp9h2Q0yOOCD7QxRynT1SotB4qTK8NNT_N_Y4&_nc_zt=1&_nc_ht=scontent-ord5-2.xx&edm=AAT1rw8EAAAA&_nc_gid=j8xnjszwl890Ri0pIbuRTw&oh=00_AfdyBqGz1-2u2h0EcpAoMftI_Amc33nXpc0thkZb4H8XUw&oe=68ED2551,120231642778790408,IMG,0,2,0,2,0,Clicky Images+Cost/Price+Cool,Clicky Images+here's what a bathroom remodel should cost you in 2025+Claim your FREE quote today!,Clicky Images+here's what a bathroom remodel should cost you in 2025,Cost/Price+here's what a bathroom remodel should cost you in 2025+Claim your FREE quote today!,Clicky Images+No Logo,0,0,0,1,Low ROAS & Low BAR,Other,Other,Other,Low ROAS & Low BAR
Bath,d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:ClickySchedule|f:Affordability,Clicky Images,luxury bathroom at a price you can afford,Cost/Price,Affordability,None,Get a FREE Quote,Center Overlay,None,Relief/Comfort,No Logo,None,Mid,Cool,,,,,,25387,524,3166.68,36,27,5,2,1,8290,1212.38,0.3828552301,0.1462460796,18.51851852,https://scontent-ord5-3.xx.fbcdn.net/v/t45.1600-4/528450638_1464909447847235_6617311047821997406_n.png?stp=dst-jpg_tt6&_nc_cat=110&ccb=1-7&_nc_sid=890911&_nc_ohc=3-TRF-5pk-AQ7kNvwFTlnKV&_nc_oc=AdlNftng1ROpPdGGN8Y7idJ_1JFdC42SIBmDN47u9gkc9llsl3R6sO9qLkPJww_PQAM&_nc_zt=1&_nc_ht=scontent-ord5-3.xx&edm=AAT1rw8EAAAA&_nc_gid=hHGzIgNbkOfMiydr5_CC2Q&oh=00_AffAjUUfly90VpDT_Tc91HQbS0nt58FAkrh8xwKrU5ARcA&oe=68ED2513,120231642778890408,IMG,0,0,0,9,5,Clicky Images+Cost/Price+Cool,Clicky Images+luxury bathroom at a price you can afford+Get a FREE Quote,Clicky Images+luxury bathroom at a price you can afford,Cost/Price+luxury bathroom at a price you can afford+Get a FREE Quote,Clicky Images+No Logo,0,0,1,0,Low ROAS & High BAR,Other,Other,Low ROAS & High BAR,Other
Bath,d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:ClickySchedule|f:OneDay,Clicky Images,transform your bathroom in as little as one day,InstalI Time,Quick Installation,None,Schedule a FREE Estimate,Center Overlay,None,Pride/Home Upgrade,No Logo,None,High,Warm,,,,,,7462,129,684.68,10,10,2,2,0,0,367.91,0.5373459134,0,20,https://scontent-ord5-2.xx.fbcdn.net/v/t45.1600-4/528332123_1963776487754229_2774812860398287701_n.png?stp=dst-jpg_tt6&_nc_cat=102&ccb=1-7&_nc_sid=890911&_nc_ohc=rYhHR96LzLIQ7kNvwE7xP2N&_nc_oc=AdnqoGKhp5HVGbAILmPtNTgJbKeEYHrw41AVY8bhl4YHzatyWWYlbuiuFLrjlUaJ0vo&_nc_zt=1&_nc_ht=scontent-ord5-2.xx&edm=AAT1rw8EAAAA&_nc_gid=j8xnjszwl890Ri0pIbuRTw&oh=00_AfdeYhie0Rl7KsC3K8vhnF3FYxrGIYu953qUhteF8nh-vA&oe=68ED4775,120231642779050408,IMG,0,0,0,3,2,Clicky Images+InstalI Time+Warm,Clicky Images+transform your bathroom in as little as one day+Schedule a FREE Estimate,Clicky Images+transform your bathroom in as little as one day,InstalI Time+transform your bathroom in as little as one day+Schedule a FREE Estimate,Clicky Images+No Logo,1,0,0,0,High ROAS & High BAR,High ROAS & High BAR,Other,Other,Other
Bath,d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:ClickySchedule|f:Upgrade,Clicky Images,upgrade your bathtub without the hassle,Outdated  ,Beauty/Modernization,None,Click for Pricing,Bottom Center,None,Relief/Comfort,No Logo,None,Low,Cool,,,,,,14168,422,2026.36,26,23,1,0,0,0,1093.34,0.5395586174,0,4.347826087,https://scontent-ord5-2.xx.fbcdn.net/v/t45.1600-4/528871468_612732968242218_8074728513390258845_n.png?stp=dst-jpg_tt6&_nc_cat=103&ccb=1-7&_nc_sid=890911&_nc_ohc=nKxdrc1dkhEQ7kNvwHeRzbM&_nc_oc=AdlfnCMxRn15ervGjvQngQQNvhcD9sd3QgGzinrTeqUCmUCciRJO9tR9F_Z_OgHpxHY&_nc_zt=1&_nc_ht=scontent-ord5-2.xx&edm=AAT1rw8EAAAA&_nc_gid=j8xnjszwl890Ri0pIbuRTw&oh=00_Afd_-kNxQlDo_C49Goe1zsPtskyXzWhuK8Ojr8PdrjL23w&oe=68ED384E,120231642779230408,IMG,0,0,0,8,1,Clicky Images+Outdated  +Cool,Clicky Images+upgrade your bathtub without the hassle+Click for Pricing,Clicky Images+upgrade your bathtub without the hassle,Outdated  +upgrade your bathtub without the hassle+Click for Pricing,Clicky Images+No Logo,1,0,0,0,High ROAS & High BAR,High ROAS & High BAR,Other,Other,Other
Bath,d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:ClickyState|f:OneDay,Clicky Images,transform your bathroom in as little as one day,InstalI Time,Quick Installation,None,Tap your state to learn more!,Center Overlay,None,Pride/Home Upgrade,No Logo,None,Mid,Cool,,,,,,11222,265,1335.83,15,13,1,1,0,0,792.27,0.5930919354,0,7.692307692,https://scontent-ord5-1.xx.fbcdn.net/v/t45.1600-4/527864358_2204311126708971_7469436449182143231_n.png?stp=dst-jpg_tt6&_nc_cat=108&ccb=1-7&_nc_sid=890911&_nc_ohc=zQsSvNd4RQMQ7kNvwETwIJF&_nc_oc=AdmH4YAL7AgCQbcXNl_qWTYdQi4BBr6_OumbeUB7cY6_0CrLE9YAANG6hfxMqtDt4Tc&_nc_zt=1&_nc_ht=scontent-ord5-1.xx&edm=AAT1rw8EAAAA&_nc_gid=j8xnjszwl890Ri0pIbuRTw&oh=00_AfcDU0zU9Sexa9NVMnO_4Y6Sk6fxC-QleiLZdIBlsBaQgA&oe=68ED4AF5,120231642778940408,IMG,0,0,0,7,1,Clicky Images+InstalI Time+Cool,Clicky Images+transform your bathroom in as little as one day+Tap your state to learn more!,Clicky Images+transform your bathroom in as little as one day,InstalI Time+transform your bathroom in as little as one day+Tap your state to learn more!,Clicky Images+No Logo,1,0,0,0,High ROAS & High BAR,High ROAS & High BAR,Other,Other,Other
Bath,d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:ClickyState|f:RemodelCostV2,Clicky Images,how much should a bathroom remodel actually cost in 2025?,Cost/Price,Affordability,None,Tap your state to learn more!,Center Overlay,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,,,,,,509701,11428,18785.01,313,272,31,13,2,59528,19649.71,1.046031384,0.3300918895,11.39705882,https://scontent-ord5-2.xx.fbcdn.net/v/t45.1600-4/528388414_1280340447116106_1751283651891296306_n.png?stp=dst-jpg_tt6&_nc_cat=102&ccb=1-7&_nc_sid=890911&_nc_ohc=K1KYYjh8oykQ7kNvwH8oI4G&_nc_oc=Adk8nvi1P97_h1tpdjuwbbEL1D_Fj0Pgco8vZcLMl--gZjSdw-KaBJow2Uo2TFXyjKg&_nc_zt=1&_nc_ht=scontent-ord5-2.xx&edm=AAT1rw8EAAAA&_nc_gid=j8xnjszwl890Ri0pIbuRTw&oh=00_AfeQmb1-MEZuikwck1qzPKZpGhygfZ8pVgUSpTDWEQb52g&oe=68ED2E2B,120231642778860408,IMG,0,10,0,188,31,Clicky Images+Cost/Price+Cool,Clicky Images+how much should a bathroom remodel actually cost in 2025?+Tap your state to learn more!,Clicky Images+how much should a bathroom remodel actually cost in 2025?,Cost/Price+how much should a bathroom remodel actually cost in 2025?+Tap your state to learn more!,Clicky Images+No Logo,1,0,0,0,High ROAS & High BAR,High ROAS & High BAR,Other,Other,Other
Bath,d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:ClickyState|f:Shower,Clicky Images,homeowners are switching to walk-in showers⊔here's why,Accessibility Issues,Safety/Accessibility,None,Tap your state to learn more!,Center Overlay,None,Relief/Comfort,No Logo,None,High,Cool,,,,,,8528,215,1061.07,23,15,0,0,0,0,617.66,0.5821105111,0,0,https://scontent-ord5-1.xx.fbcdn.net/v/t45.1600-4/529219145_692589090478952_7852948240838633511_n.png?stp=dst-jpg_tt6&_nc_cat=101&ccb=1-7&_nc_sid=890911&_nc_ohc=StYvYHFo4vMQ7kNvwEaJa-Y&_nc_oc=Admr_OgoYWmfEkPIKQRnteTWxQImo59DuRAXXFsOc7IkmZY4pUUIoi2JvX3o9VdYNbg&_nc_zt=1&_nc_ht=scontent-ord5-1.xx&edm=AAT1rw8EAAAA&_nc_gid=hHGzIgNbkOfMiydr5_CC2Q&oh=00_AfeXSFn-rlFA6_MR5nfaeQupdAq7MNH9QIgR2TZAwmpXNQ&oe=68ED385D,120231642779090408,IMG,0,0,0,4,0,Clicky Images+Accessibility Issues+Cool,Clicky Images+homeowners are switching to walk-in showers⊔here's why+Tap your state to learn more!,Clicky Images+homeowners are switching to walk-in showers⊔here's why,Accessibility Issues+homeowners are switching to walk-in showers⊔here's why+Tap your state to learn more!,Clicky Images+No Logo,0,1,0,0,High ROAS & Low BAR,Other,High ROAS & Low BAR,Other,Other
Bath,d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:ClickyState|f:ShowerCost,Clicky Images,here's what a walk-in shower should cost you in 2025,Cost/Price,Affordability,None,Tap your state to learn more!,Center Overlay,None,Curiosity/Exploratory,No Logo,None,High,Cool,,,,,,1948627,51914,87981.98,2234,1791,161,66,13,233030,128285.64,1.458089941,0.5505112646,8.989391401,https://scontent-ord5-3.xx.fbcdn.net/v/t45.1600-4/528823968_730529349604778_2029276002562275859_n.png?stp=dst-jpg_tt6&_nc_cat=100&ccb=1-7&_nc_sid=890911&_nc_ohc=scEon491KtQQ7kNvwGAM3Rv&_nc_oc=AdlZRdtpBlSTvIv6dAvrDFM6KvlR7DPoqyDbbqn3QAzbiYb_pPgPD6_vgL7Yykr-fZA&_nc_zt=1&_nc_ht=scontent-ord5-3.xx&edm=AAT1rw8EAAAA&_nc_gid=j8xnjszwl890Ri0pIbuRTw&oh=00_Affh83oeQqGrLWua0nbWzs597U-qLUBvOutco25hAOM1wg&oe=68ED473C,120231642779060408,IMG,10,11,0,1048,158,Clicky Images+Cost/Price+Cool,Clicky Images+here's what a walk-in shower should cost you in 2025+Tap your state to learn more!,Clicky Images+here's what a walk-in shower should cost you in 2025,Cost/Price+here's what a walk-in shower should cost you in 2025+Tap your state to learn more!,Clicky Images+No Logo,1,0,0,0,High ROAS & High BAR,High ROAS & High BAR,Other,Other,Other
Bath,d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:ClickyState|f:Upgrade,Clicky Images,ready to upgrade your bathroom?,Outdated  ,Beauty/Modernization,None,Tap your state to learn more!,Center Overlay,None,Pride/Home Upgrade,No Logo,None,High,Cool,,,,,,8163,206,1015.32,10,8,1,0,0,0,362.66,0.3571878817,0,12.5,https://scontent-ord5-3.xx.fbcdn.net/v/t45.1600-4/528674867_1137979371478670_160385410385575858_n.png?stp=dst-jpg_tt6&_nc_cat=106&ccb=1-7&_nc_sid=890911&_nc_ohc=vG4olEWlo0kQ7kNvwHxA4y8&_nc_oc=AdkvzQ1pydECwmtda3UxbO51qzImovd4rTuPnw4lMWnqUvWSdqxNOsTkbRSQIe9g5YQ&_nc_zt=1&_nc_ht=scontent-ord5-3.xx&edm=AAT1rw8EAAAA&_nc_gid=j8xnjszwl890Ri0pIbuRTw&oh=00_AfedfpfhHuTAI5HlqUnMDqLem7pespg3So8-r3WuUfzp2g&oe=68ED2E0E,120231642779100408,IMG,0,0,0,3,1,Clicky Images+Outdated  +Cool,Clicky Images+ready to upgrade your bathroom?+Tap your state to learn more!,Clicky Images+ready to upgrade your bathroom?,Outdated  +ready to upgrade your bathroom?+Tap your state to learn more!,Clicky Images+No Logo,0,0,1,0,Low ROAS & High BAR,Other,Other,Low ROAS & High BAR,Other
Bath,d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:GridSelector|f:Bathroom1,Grid Images,find your perfect bathroom installers are booking fast,Outdated  ,Beauty/Modernization,None,HOW MUCH SHOULD IT COST YOU?,Bottom Center,None,Pride/Home Upgrade,No Logo,Limited Time Offer,Mid,Cool,,,,,,8524,353,670.65,3,1,0,0,0,0,26.37,0.03932006263,0,0,https://scontent-iad3-2.xx.fbcdn.net/v/t45.1600-4/550815877_1553647395801779_2896539280966632037_n.png?stp=dst-jpg_tt6&_nc_cat=100&ccb=1-7&_nc_sid=890911&_nc_ohc=aLw_cujbNCUQ7kNvwHStNNa&_nc_oc=AdkJnv52wa-XKwx2k0Q0wX5om5Uu8fcYxo4DcO5XkcL9O5pNqpsrZ9uOY5bmk9SEfgs&_nc_zt=1&_nc_ht=scontent-iad3-2.xx&edm=AAT1rw8EAAAA&_nc_gid=fwHM9Qd0Rk6plxX0tLmr_A&oh=00_AfbT7p21zlwZ_2shuSNbmON-8eGue2a-sxaNQD1K_m57UA&oe=68D8ECC9,120231277740740408,IMG,0,0,0,0,0,Grid Images+Outdated  +Cool,Grid Images+find your perfect bathroom installers are booking fast+HOW MUCH SHOULD IT COST YOU?,Grid Images+find your perfect bathroom installers are booking fast,Outdated  +find your perfect bathroom installers are booking fast+HOW MUCH SHOULD IT COST YOU?,Grid Images+No Logo,0,0,0,1,Low ROAS & Low BAR,Other,Other,Other,Low ROAS & Low BAR
Bath,d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:GridSelector|f:Shower1,Grid Images,what's your perfect shower?,Outdated  ,Beauty/Modernization,None,Click Below to Reserve Your Consultation Today,Bottom Center,None,Luxury/Self-Care,No Logo,Limited Time Offer,Low,Warm,,,,,,11222,371,1085.08,7,6,0,0,0,0,373.11,0.343854831,0,0,https://scontent-ord5-1.xx.fbcdn.net/v/t45.1600-4/550791783_1350969839953208_9214164086966686054_n.png?stp=dst-jpg_tt6&_nc_cat=101&ccb=1-7&_nc_sid=890911&_nc_ohc=8bw6sr-ks9QQ7kNvwEciUHN&_nc_oc=AdmI5f-drssnbQcZAkeXLwWICCFswL6AT7qgsy9Je8nrFGoyty_xp7L3xUy-cZwDjKA&_nc_zt=1&_nc_ht=scontent-ord5-1.xx&edm=AAT1rw8EAAAA&_nc_gid=hHGzIgNbkOfMiydr5_CC2Q&oh=00_Afew6U8IgaT0qhYQzPRo5yEl0OIMpFTnwmRC-ZY0c_7skA&oe=68ED4C6D,120231277802220408,IMG,0,0,0,4,0,Grid Images+Outdated  +Warm,Grid Images+what's your perfect shower?+Click Below to Reserve Your Consultation Today,Grid Images+what's your perfect shower?,Outdated  +what's your perfect shower?+Click Below to Reserve Your Consultation Today,Grid Images+No Logo,0,0,0,1,Low ROAS & Low BAR,Other,Other,Other,Low ROAS & Low BAR
Bath,d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:GridSelector|f:Vanity1,Grid Images,find your perfect vanity installers are booking fast,Outdated  ,Beauty/Modernization,None,Click Below to Reserve Your Consultation Today,Bottom Center,None,Pride/Home Upgrade,No Logo,Limited Time Offer,Low,Cool,,,,,,18338,420,1402.56,21,18,0,0,0,0,714.14,0.5091689482,0,0,https://scontent-iad3-1.xx.fbcdn.net/v/t45.1600-4/550510336_1285929012716867_2153585021530965246_n.png?stp=dst-jpg_tt6&_nc_cat=109&ccb=1-7&_nc_sid=890911&_nc_ohc=MKn1DBpdoxUQ7kNvwG3JWcz&_nc_oc=AdktqxcwYR5xuUjJ1MV8QdFxR1R4qUl2tIMRDA0dfzq6M_5figodE_EpbyaBaQIroek&_nc_zt=1&_nc_ht=scontent-iad3-1.xx&edm=AAT1rw8EAAAA&_nc_gid=F0uSAMGtDzjaZAnUxKuVwA&oh=00_AfbXthjy6C1gEBaEHWbXmc6v7nR7_KkgucI8X7cbIIGeKg&oe=68D8D6C4,120231277796430408,IMG,0,0,0,6,0,Grid Images+Outdated  +Cool,Grid Images+find your perfect vanity installers are booking fast+Click Below to Reserve Your Consultation Today,Grid Images+find your perfect vanity installers are booking fast,Outdated  +find your perfect vanity installers are booking fast+Click Below to Reserve Your Consultation Today,Grid Images+No Logo,0,0,0,1,Low ROAS & Low BAR,Other,Other,Other,Low ROAS & Low BAR
Bath,d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:NetworxLux|f:Journey7,Clicky Images,luxury bathrooms at a price that you can afford,Outdated  ,Luxury/Comfort,None,START YOUR JOURNEY,Bottom Center,None,Luxury/Self-Care,No Logo,None,Mid,Cool,,,,,,13205,207,1180.1,17,15,3,2,0,0,853.21,0.722998051,0,20,https://scontent-ord5-3.xx.fbcdn.net/v/t45.1600-4/551491820_649263694906473_5568059005507392706_n.png?stp=dst-jpg_tt6&_nc_cat=110&ccb=1-7&_nc_sid=890911&_nc_ohc=kU-WztD7GKwQ7kNvwFX9QtD&_nc_oc=AdlddIQ4xqRAXWcOd1RUv46q1FmpxwgJCG-X3WcvjT5xEqdgehYGPVIMC-NdyM4BcD8&_nc_zt=1&_nc_ht=scontent-ord5-3.xx&edm=AAT1rw8EAAAA&_nc_gid=hHGzIgNbkOfMiydr5_CC2Q&oh=00_AfeW0ckyiUxQx0Cyh2C1JR_sZrawkJrrhSHaP7DSez5gng&oe=68ED198C,120231276492430408,IMG,0,0,0,9,3,Clicky Images+Outdated  +Cool,Clicky Images+luxury bathrooms at a price that you can afford+START YOUR JOURNEY,Clicky Images+luxury bathrooms at a price that you can afford,Outdated  +luxury bathrooms at a price that you can afford+START YOUR JOURNEY,Clicky Images+No Logo,1,0,0,0,High ROAS & High BAR,High ROAS & High BAR,Other,Other,Other
Bath,d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:SneakySven|f:Affordability,Clicky Images,luxury bathroom at a price you can afford,Cost/Price,Affordability,None,Just tap to learn more,Center Overlay,None,Luxury/Self-Care,No Logo,None,Mid,Cool,,,,,,34638,493,2697.49,46,32,7,3,1,14928,1858.13,0.6888366593,0.1244728028,21.875,https://scontent-ord5-3.xx.fbcdn.net/v/t45.1600-4/528074090_2184074852037851_3930227872724332617_n.png?stp=dst-jpg_tt6&_nc_cat=100&ccb=1-7&_nc_sid=890911&_nc_ohc=E2QDcHRQo7MQ7kNvwEzOV05&_nc_oc=AdkAYcaX4f2rPuF8sNI4InvbDW9komvOplZQFhk-kDLMvPPJVSuIR9btJUX_bkWhDF4&_nc_zt=1&_nc_ht=scontent-ord5-3.xx&edm=AAT1rw8EAAAA&_nc_gid=hHGzIgNbkOfMiydr5_CC2Q&oh=00_AffY2cJUoLxPoINYtke1hp-uygCu5ZKq6V1tQ2mEXaWYCw&oe=68ED422C,120231642779690408,IMG,0,0,0,17,6,Clicky Images+Cost/Price+Cool,Clicky Images+luxury bathroom at a price you can afford+Just tap to learn more,Clicky Images+luxury bathroom at a price you can afford,Cost/Price+luxury bathroom at a price you can afford+Just tap to learn more,Clicky Images+No Logo,1,0,0,0,High ROAS & High BAR,High ROAS & High BAR,Other,Other,Other
Bath,d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:SneakySven|f:BathCost,Clicky Images,here's what a bathroom remodel should cost you,Cost/Price,Affordability,None,Just tap to find out,Center Overlay,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,,,,,,169513,3842,11999.5,258,192,19,9,1,12600,11684.45,0.9737447394,0.9273373016,9.895833333,https://scontent-ord5-3.xx.fbcdn.net/v/t45.1600-4/528712658_1507866240560802_2554600691766062330_n.png?stp=dst-jpg_tt6&_nc_cat=100&ccb=1-7&_nc_sid=890911&_nc_ohc=YxksAoTEHqQQ7kNvwEdgyzH&_nc_oc=AdnBA6uVzTv9p9aFb_-U_njBshQT7UMZrwl_RY_umfasOaDqhQiioEzv93lebsZEk9w&_nc_zt=1&_nc_ht=scontent-ord5-3.xx&edm=AAT1rw8EAAAA&_nc_gid=j8xnjszwl890Ri0pIbuRTw&oh=00_AfftPB3suof-rwuPCuur20aGHD-a-uSTqnFoKTwnh4LWOA&oe=68ED3A24,120231642778850408,IMG,1,0,0,85,19,Clicky Images+Cost/Price+Cool,Clicky Images+here's what a bathroom remodel should cost you+Just tap to find out,Clicky Images+here's what a bathroom remodel should cost you,Cost/Price+here's what a bathroom remodel should cost you+Just tap to find out,Clicky Images+No Logo,1,0,0,0,High ROAS & High BAR,High ROAS & High BAR,Other,Other,Other
Bath,d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:SneakySven|f:OneDay,Clicky Images,transform your bathtub in as little as one day just tap to learn more,InstalI Time,Quick Installation,None,Just tap to learn more,Bottom Center,None,Relief/Comfort,No Logo,None,Mid,Cool,,,,,,6115,104,731.24,10,10,0,0,0,0,353.28,0.4831245555,0,0,https://scontent-ord5-1.xx.fbcdn.net/v/t45.1600-4/528535422_730221653127574_4315436508949587785_n.png?stp=dst-jpg_tt6&_nc_cat=108&ccb=1-7&_nc_sid=890911&_nc_ohc=8wYMkR1wpS0Q7kNvwFBXXqU&_nc_oc=Adlgb7GNF-UrWBLAcGjLoJOrS8zdYgM6EQzO3chYQUIOHB5Iib8nH3wSbe8Gncoar18&_nc_zt=1&_nc_ht=scontent-ord5-1.xx&edm=AAT1rw8EAAAA&_nc_gid=j8xnjszwl890Ri0pIbuRTw&oh=00_AfeSBwfwXgWPcnQzAKK1Y3eXFQuRV3NTnR4VGaGAXrpteg&oe=68ED3F82,120231642778950408,IMG,0,0,0,3,0,Clicky Images+InstalI Time+Cool,Clicky Images+transform your bathtub in as little as one day just tap to learn more+Just tap to learn more,Clicky Images+transform your bathtub in as little as one day just tap to learn more,InstalI Time+transform your bathtub in as little as one day just tap to learn more+Just tap to learn more,Clicky Images+No Logo,0,0,0,1,Low ROAS & Low BAR,Other,Other,Other,Low ROAS & Low BAR
Bath,d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:SneakySven|f:ShowerCost,Clicky Images,here's what a walk-in shower should cost you,Cost/Price,Affordability,None,Just tap to find out,Bottom Center,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,,,,,,837320,22130,48343.08,1193,999,103,48,11,186091,60742.52,1.256488416,0.3264129915,10.31031031,https://scontent-ord5-3.xx.fbcdn.net/v/t45.1600-4/528468779_1651930792156184_3754368490930399396_n.png?stp=dst-jpg_tt6&_nc_cat=109&ccb=1-7&_nc_sid=890911&_nc_ohc=N1c5PadUhjwQ7kNvwFoHJiR&_nc_oc=AdlxP42FXBzqo5lSeigclZf0GO4YH38o38FJcuOXjmhbpD89KzR2Kkg1QC9Jif7Q1NE&_nc_zt=1&_nc_ht=scontent-ord5-3.xx&edm=AAT1rw8EAAAA&_nc_gid=j8xnjszwl890Ri0pIbuRTw&oh=00_Afcm7Q0vxtqMls0zBNnZDB1J6snvDmQNooBSXEZcdtSukA&oe=68ED2EFC,120229532046700408,IMG,7,0,0,498,100,Clicky Images+Cost/Price+Cool,Clicky Images+here's what a walk-in shower should cost you+Just tap to find out,Clicky Images+here's what a walk-in shower should cost you,Cost/Price+here's what a walk-in shower should cost you+Just tap to find out,Clicky Images+No Logo,1,0,0,0,High ROAS & High BAR,High ROAS & High BAR,Other,Other,Other
Bath,d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:TextImage|f:Testimonial2,Text Images,i still can't believe this is my bathroom! the whole process was so easy!,InstalI Time,Quick Installation,None,CHECK YOUR ZIP,Bottom Center,Customer Testimonials,Pride/Home Upgrade,No Logo,None,High,Cool,,,,,,4678,235,990.49,12,10,0,0,0,0,347,0.350331654,0,0,https://scontent-iad3-2.xx.fbcdn.net/v/t45.1600-4/551310768_1806889063237933_5320128613702781919_n.png?stp=dst-jpg_tt6&_nc_cat=111&ccb=1-7&_nc_sid=890911&_nc_ohc=JWYgmeKTXxEQ7kNvwGosbKj&_nc_oc=Adk3EC-tU76fvagqqQJNcu6i-ekaE0-Ey90fVrWrKflA6WpIm2544oId8wGYqoboi30&_nc_zt=1&_nc_ht=scontent-iad3-2.xx&edm=AAT1rw8EAAAA&_nc_gid=fwHM9Qd0Rk6plxX0tLmr_A&oh=00_Afbr3mvbuv35TbLmqxWN31L-NWW3d9xwH_t4Tzm1wxcGgA&oe=68D8E12D,120231277391250408,IMG,0,0,0,1,0,Text Images+InstalI Time+Cool,Text Images+i still can't believe this is my bathroom! the whole process was so easy!+CHECK YOUR ZIP,Text Images+i still can't believe this is my bathroom! the whole process was so easy!,InstalI Time+i still can't believe this is my bathroom! the whole process was so easy!+CHECK YOUR ZIP,Text Images+No Logo,0,0,0,1,Low ROAS & Low BAR,Other,Other,Other,Low ROAS & Low BAR
Bath,d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:TextOver|f:VanitySimple,Text Images,here's what a 1-day walk-in tub should cost you,Outdated  ,Beauty/Modernization,None,,None,None,Pride/Home Upgrade,No Logo,None,High,Cool,,,,,,8891,126,540.05,7,4,0,0,0,0,274.95,0.509119526,0,0,https://scontent-ord5-1.xx.fbcdn.net/v/t45.1600-4/528231556_1061222696223998_1972536243754620956_n.png?stp=dst-jpg_tt6&_nc_cat=101&ccb=1-7&_nc_sid=890911&_nc_ohc=Z7PncmiFVKsQ7kNvwFARzp8&_nc_oc=Adm8Qo1pDhU2WjrIAMx2W_WlVYHOUqU7N4vf52ET70plfj0hmR9-p5vdBJomxoTwjwc&_nc_zt=1&_nc_ht=scontent-ord5-1.xx&edm=AAT1rw8EAAAA&_nc_gid=hHGzIgNbkOfMiydr5_CC2Q&oh=00_Afd8xrJ9UF6xzNCTWCgx-iAllMqIewbf-JRaGwJPc8kXBA&oe=68ED3887,120231642778830408,IMG,0,0,0,3,0,Text Images+Outdated  +Cool,Text Images+here's what a 1-day walk-in tub should cost you+,Text Images+here's what a 1-day walk-in tub should cost you,Outdated  +here's what a 1-day walk-in tub should cost you+,Text Images+No Logo,0,0,0,1,Low ROAS & Low BAR,Other,Other,Other,Low ROAS & Low BAR
