ad_name,creative_url,ad_id,,,Has Traits?
d:Ad|c:Windows|b:RBA|s:Internal|ty:Image|st:Issue|f:UkieLLV2,https://scontent-iad3-1.xx.fbcdn.net/v/t45.1600-4/552305593_675160562300125_6651742743633979610_n.png?stp=dst-jpg_tt6&_nc_cat=110&ccb=1-7&_nc_sid=890911&_nc_ohc=x3wYL2bNII0Q7kNvwFgSj6z&_nc_oc=Adn7ycydX-Lg1Xsg1tebVWi-Lvnknpzu_tNjkkDwmSYgwOcMI11CoXXlW-yyNYmG9nI&_nc_zt=1&_nc_ht=scontent-iad3-1.xx&edm=AAT1rw8EAAAA&_nc_gid=vnoS7pLmFXMdrPUgaF8SEA&oh=00_AfaC19TynDFy779gqBgIPxV6RXOvjf351DP2FTBM8W-ccg&oe=68D8F627,120234427338530563,,,d:Ad|c:Windows|b:RBA|s:Internal|ty:Image|st:Issue|f:UkieLLV2
d:Ad|c:Windows|b:RBA|s:Internal|ty:Image|st:Offer|f:BOGOBNPLEvergreen,https://scontent-ord5-3.xx.fbcdn.net/v/t45.1600-4/531300066_1058871806396409_8059671158685936390_n.png?stp=dst-jpg_tt6&_nc_cat=107&ccb=1-7&_nc_sid=890911&_nc_ohc=P6cifMuyjLsQ7kNvwHjboYE&_nc_oc=AdnjnITIDUNMa2qwyVc0oHYjddZgraJa1wf9f7A40lBXnhqYCc_3hkRjm6WNyLiLtN0&_nc_zt=1&_nc_ht=scontent-ord5-3.xx&edm=AAT1rw8EAAAA&_nc_gid=RV13n_kPjFphu6hn9MZT6g&oh=00_Afc7V08CrfMJ3ZV9lMOXA9qCCJn14XO0zdBDtzz6fAA1Kw&oe=68ED2931,120234738665980563,,,d:Ad|c:Windows|b:RBA|s:Internal|ty:Image|st:Offer|f:BOGOBNPLEvergreen
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
